리뷰,날짜,업소명,지역
늦은 단풍을 보기위해 남쪽지방 방문했지만 드문드문 물든 단풍만 보이네요 은행나무는 노랗게 물들기 전에 반은 잎이 떨어졌구요 구름많은 날씨였지만 먼 산은 잘 보여서 아름다웠네요. 늦은시간에 방문해서 방문객은 많지 않았습니다 햇빛있을때 가야 사진이 잘나와요,2023-11-19,대흥사,전남
"주차권을 끊고 3분정도 드라이브하면 주차장이 나와요. 주차장 오른편으로는 물소리길이 있는데 시냇물 소리를 들으며 걸으니 힐링이 되네요. 중간중간 벤치도 있고 해먹도 있어서 하늘쳐다보며 쉴 수도 있어요. 일주문까지는 15분 정도 걸어야하고 일주문에서 다시 3분정도를 걸으니 절 내부가 보이네요. 와~~ 정말 넓어요. 대웅보전으로 가는길에 두나무 뿌리가 이어진 느티나무 연리근이 있는데 독특하고 보호수로 지정되있네요. 대웅보전앞에는 소원을 비는 연꽃문양의 일일초들도 켜져 있어요. 두륜산 아래 문수전과 보현전, 그 사이의 웅장한 건물까지 정말 멋진 곳이네요. 박물관은 문화재보수및 교체로 휴관중이고 넓다란 절에서 스님은 한분도 안보였다는... 이곳은 절이지만 마치 잘 가꿔진 하나의 정원같은 느낌이었어요.더보기",2023-10-09,대흥사,전남
좋아요,2024-12-24,대흥사,전남
,2024-06-21,대흥사,전남
굿,2024-08-15,대흥사,전남
걷기만해도 힐린이 되어요.  대형 반려견과 같이.갈 수 있어요.,2024-05-17,대흥사,전남
,2024-05-23,대흥사,전남
해남 대흥사 여행하며 들렀습니다. 고즈넉하고 예뻐요.,2024-03-14,대흥사,전남
절이 너무 멋져요,2024-08-31,대흥사,전남
굿,2024-08-03,대흥사,전남
불교는 (주) 예수랑 다르길 바라는데.. (주) 대흥사 되어가는것 같아..,2024-03-21,대흥사,전남
굿,2024-10-28,대흥사,전남
,2024-06-01,대흥사,전남
대흥사에서 보이는 두륜산의 곡선미가 압권입니다.,2024-03-01,대흥사,전남
고찰이 아름다워요,2024-05-31,대흥사,전남
교구본사이고 규모가 커요~ 조용해서 기도 드리기에 좋아요~ 산도 좋아 공기도 상쾌해요~,2023-12-08,대흥사,전남
비오는 날 방문해서 방문객은 붐비지않았어요한적하니 걷기 좋았습니다날 좋을 때 다시 오고싶어요,2023-12-11,대흥사,전남
"직원들이 능숙하지 않은 듯 하여바닐라 라떼에 시럽을 넣지 않았고, 영수증 달라니 영수증도 안주고… 영수증 달라 다시 말하니 재발행도 어렵게 해주고.. 자리는 없고.. 어수선하고테이블이나 공간이 넓지는 않습니다.커피맛이야 그닥이지만 자연이 주는 힐링공간이 주는 만족이 있는 곳!산책하기 좋은 대흥사, 그래도 쑥 아인슈페너가 마실만 합니다.한 번 오긴 좋지만, 두 번 올 이유는 없는 곳!연휴라 가족들과 자연 안에서 힐링했네요!더보기",2023-09-29,대흥사,전남
좋아요,2024-06-08,대흥사,전남
좋아요,2024-06-09,대흥사,전남
"🩷해남 두륜산에 위치한 대흥사 유네스코 문화유산답게 사찰 규모가 굉장히 크고 진입하는 산책로도 너무 좋아요.🍃대흥사 내부에 매점, 카페, 전통 찻집 등 편의시설 잘 갖춰져있고, 주차장 입구 기념품 가게에서 파는 찰옥수수 정말 맛있어요!😇입장료는 무료이고 주차비 경차 2천원 승용차 3천원!🚫대흥사 내부의 성보박물관에 근무하는 60대 전후로 보이는 남자분 ... 본인보다 나이많으신 분도 계신데 다짜고짜 사람들에게 반말하고 막대로 삿대질해서 매우 불쾌하고 실망스러웠습니다.⛔️ 성보박물관 반말하는 처사 빼고는 모든게 완벽했습니다.더보기",2023-10-01,대흥사,전남
,2024-04-25,대흥사,전남
,2024-05-01,대흥사,전남
"고려 시대 이전부터 존재했다는 절에 닿으려 얼마나많은 이가 흙길을 밟았을지 상상해 봅니다. 전남 해남 대흥사로 가기 위해 두륜산을 찾았습니다. 해탈문을 지나 대웅보전 앞에 당도했을 때 계단 양옆으로 줄지어 선 소원초를 올려 두는 옹기들에 시선이 머물렀습니다. 간절한 소원의 불이 꺼지지 않기를, 그 누군가와 함께 다시 이곳을 여행하길 조용히 응원했습니다. 소망이 담긴 대흥사가 오래도록 기억에 남을 듯합니다.",2023-08-13,대흥사,전남
강추..,2024-07-28,대흥사,전남
,2024-03-30,대흥사,전남
,2024-09-01,대흥사,전남
좋아요,2024-10-31,대흥사,전남
좋아요,2024-05-16,대흥사,전남
대추차가 진하고 맛있어요,2024-02-10,대흥사,전남
"올해는 가을단풍구경 못하고 지나가나 싶었는데, 날씨가 한몫더한 풍경이  가을가을에 흠뻑취하게 하는 여행이다.",2023-11-25,대흥사,전남
좋아요.,2024-06-16,대흥사,전남
ㆍ,2024-05-26,대흥사,전남
너무너무 풍경이 멋져요..사진도 잘나오구여..단풍이 들기시작해서 넘 이뻐요..,2023-10-31,대흥사,전남
",",2024-05-20,대흥사,전남
좋아요,2024-04-14,대흥사,전남
좋아,2024-06-07,대흥사,전남
좋아요,2024-05-18,대흥사,전남
여유롭게 걷기 좋았습니다.,2024-03-12,대흥사,전남
가족과 함께 즐겁게 다녀왔어요,2023-11-25,대흥사,전남
굿,2024-05-16,대흥사,전남
.,2024-07-21,대흥사,전남
"#내돈내산비가 그친날 습한 숲냄새와계곡물소리를 들으며,한적하게 산책하니~~여기가 천국이네요!!입장료는 없어졌지만,차를 가지고 경내로 들어갈땐주차비는 징수하시네요^^승용주차 3.더보기",2023-06-26,대흥사,전남
,2024-03-10,대흥사,전남
굿,2024-04-27,대흥사,전남
굿,2024-05-02,대흥사,전남
볼거리가 많아요,2024-03-01,대흥사,전남
넘나 멋져요,2024-03-23,대흥사,전남
,2024-02-10,대흥사,전남
.,2024-03-01,대흥사,전남
세계 문화유산 대흥사,2023-11-28,대흥사,전남
굳,2024-04-19,대흥사,전남
굳,2024-04-19,대흥사,전남
산책하며 걷기 너무 좋네요,2023-10-08,대흥사,전남
분위기 좋아요주차장이 여러곳인데 가까운곳에 주차하니편해요,2023-09-30,대흥사,전남
드립 커피도 먹을 수 있는 대흥사 연리카페 쉬어가기 좋아요.,2023-10-02,대흥사,전남
날 좋을때 가니 산책로도 잘되어있고 애견동반 되어서 좋네요한번쯤 가볼만 해요,2023-09-30,대흥사,전남
완도 가는길에 세계유산이라는이정표를 보구 급 들린곳~~구간구간 공사소리에 시끄러웠지만대웅전에서의 스님 기도소리에급 힐링된 곳~~^^조용할 때 다시 오면 좋을듯~~더보기,2023-10-07,대흥사,전남
굿,2024-04-10,대흥사,전남
대흥사에서 바라보는 두륜산이 예뻐요.,2023-10-07,대흥사,전남
친절 해요,2024-04-01,대흥사,전남
산세가  너무좋아요  추천합니다,2023-10-29,대흥사,전남
실망입니다. 그 아름답던곳이 돈밖에 없게되었나요.,2023-11-14,대흥사,전남
좋아요,2024-06-19,대흥사,전남
입장료는 무료인데 주차비는 있어요,2023-11-26,대흥사,전남
goooooood,2023-12-16,대흥사,전남
,2023-12-24,대흥사,전남
주차하기 편해요,2024-01-14,대흥사,전남
땡볕에 힘들었지만 멋있는 절이었음.계곡에 사람 많아서 차 통행 어려움.,2023-08-16,대흥사,전남
좋아요,2024-05-26,대흥사,전남
기회가 된다면 날 좋을 때 한번 더 가보고 싶은 곳입니다!,2023-11-06,대흥사,전남
,2023-12-31,대흥사,전남
능선이 와불처럼 보이고가을하늘이 푸르고 맑고 좋아요,2023-10-22,대흥사,전남
규모가 매우 커서 한번에 보기 어려운 절입니다날씨가 좋아서 사진찍기 좋았습니다.,2023-10-02,대흥사,전남
해남 필수 코스를 생각해요.길이 좋아요.관광객들이 많이 찾아요.,2023-09-30,대흥사,전남
올라가는길이 지루하지않아요세계문화유산의 정기를 받고가요,2023-08-12,대흥사,전남
구경할것이 많아요,2023-12-31,대흥사,전남
빼어난 절경이란 단어가 너무나 잘 어울렸던 감동적인 산세.. 이곳은 분명 명당인듯 🤭 오늘부터 내 맘 속 1위 절은 대흥사 👍 살면서 꼭 다시 방문해보고 싶은 곳. 입구부터 온통 예쁨 가득. 초록초록 물소리길 새소리 멋진 산능성이까지.. 진정한 자연속 힐링 💕,2023-04-22,대흥사,전남
,2023-12-06,대흥사,전남
ㅎ,2024-04-26,대흥사,전남
꼭 가보세요. 적극 추천합니다,2024-01-18,대흥사,전남
볼거리가 많아요,2023-12-20,대흥사,전남
좋아요,2023-12-25,대흥사,전남
운치좋고 더운날가도 그늘길이많아 선선함다녀오면 기분이좋음,2023-07-22,대흥사,전남
굿,2023-12-20,대흥사,전남
가 본 절 중에서 풍경이 거의 탑클래스입니다~~^^,2024-01-17,대흥사,전남
초등아이들과 꼭 가야할 세계문화유산 대흥사,2023-08-13,대흥사,전남
해남대흥사에 왔는데 넘-무좋아요,2023-08-06,대흥사,전남
ㅎ,2024-01-11,대흥사,전남
,2023-11-29,대흥사,전남
대륜산 국립공원과 함께 있는 절인데....절에 올라가는 길이 산책로로 잘 되어 있어서힐링하며 올라갔어요.절 규모가 어머어마 하더라구요.꼭 한번 가보세요더보기,2023-06-06,대흥사,전남
좋아요,2024-03-17,대흥사,전남
꽤 크고 넓네요 산책하기 좋네요,2023-09-30,대흥사,전남
한여름만 피한다면 걷기도 좋고 맑은 물이 흐르는 계곡도 있어 가볼만 하네요,2023-08-06,대흥사,전남
좋아요,2023-12-11,대흥사,전남
좋아요~,2023-12-04,대흥사,전남
굿굿굿,2024-03-18,대흥사,전남
대흥사 경내 찻집 쉼터에서,2023-12-03,대흥사,전남
엄청 넓고 고즈넉해요세계문화유산인 만큼 관리도 잘돼있고 너무 멋집니다!,2023-07-17,대흥사,전남
굿,2024-03-23,대흥사,전남
휴일에 고즈넉하니 산책히기 좋습니다...날씨도 선선하고 바람도 살랑살랑부는게...너무나 좋네요...가족들과 둘러보기 좋은 사찰입니다,2023-05-01,대흥사,전남
쪼아욧ㅋ,2023-11-25,대흥사,전남
경관이 끝내줘요,2024-01-18,대흥사,전남
연리근나무.500년됐네요.참 멋지네요.,2023-08-27,대흥사,전남
천년고찰 대흥사차문화와 충의 상징이 어린 고찰이다.6시가 좀 넘었는데 전통찻집이 문을닫아 아쉽다.더보기,2023-07-02,대흥사,전남
ㅇ,2023-11-11,대흥사,전남
좋아요,2023-09-10,대흥사,전남
아시원한계곡도 너무 좋아요~,2023-07-30,대흥사,전남
대흥사 멋지네요 날씨 좋을때 더 좋을거같아요주차는 유료 하셔야되요 위에 절까지 걸어올라갈수 없는 거리라 차로 최대한 올라가야되요,2023-03-23,대흥사,전남
비오고 난 뒤에 방문했는데 운치있고 조용하고 너무 좋았어요,2023-06-26,대흥사,전남
역사가 깊고 아주 넓은 절이네요.,2023-04-22,대흥사,전남
굳,2023-10-19,대흥사,전남
,2024-01-11,대흥사,전남
천천히 걷기 좋은곳이네요. 특히 대웅전 위치가 특이한 아름다운 절이네요.,2023-08-25,대흥사,전남
세계문화유산 보고 갑니다,2023-06-23,대흥사,전남
친절해요,2023-09-29,대흥사,전남
굿,2023-10-30,대흥사,전남
공기가 좋아요등산하기 좋아요,2023-04-22,대흥사,전남
사진 잘 나오고 이뻐여!!,2023-07-06,대흥사,전남
굳~~,2024-01-01,대흥사,전남
"다른 절들에 비해서 넓고, 볼거리가 더 많습니다. 중간중간의 계곡물의 소리과 시원한 기운을 느끼면서 산책하기에 좋습니다.",2023-07-19,대흥사,전남
,2024-03-21,대흥사,전남
"말 그대로 천년고찰, 자연의 모습을 그대로 보존하는 해남에 있는 절이다. 아주 오래전 찾아갔던 곳이지만 늘 가슴 한 편에 두고 있었던 나의 명소. 어쩜 벚꽃 개화에 일부러 맞추어간 것처럼 활짝 만개한 벗꽃에 행복은 그 자리에서 충분했어요. 경내 한 시간 정도 산책 후 입구까지 내려오는 길에서는 바람에 벗꽃이 날려 꽃길을 걸었네요. 한 번도 안가본 사람은 있어도 한 번만 간 사람은 없는 곳이 딱 여기네요.",2023-04-02,대흥사,전남
산책로가  잘 되어 있었어 걷기 좋아요~,2023-07-29,대흥사,전남
산책하기 좋음. 나머지는 다른절과 비슷했음.차 입장료 3000원.,2023-07-29,대흥사,전남
친절한곳 입니다,2023-08-22,대흥사,전남
,2023-08-02,대흥사,전남
,2023-11-05,대흥사,전남
굿,2023-08-20,대흥사,전남
전남 해남군 천년고찰 대흥사.추사도 인정한 이광사 글씨 보러 들린 산사의 겨울~ 굿~,2023-02-19,대흥사,전남
굳,2023-10-09,대흥사,전남
좋습니다.,2023-08-15,대흥사,전남
너무좋았어요,2023-08-07,대흥사,전남
굿,2023-09-30,대흥사,전남
,2023-07-30,대흥사,전남
좋아요,2023-12-30,대흥사,전남
해남 대흥사 구경 잘하고 갑니다ㅎ,2023-04-30,대흥사,전남
주변 풍경이 좋아요.,2023-07-29,대흥사,전남
아침 일찍 찾으니공기도 좋고사람들도 북적이지 않아 좋았습니다.,2023-04-23,대흥사,전남
마음이  편해져요,2023-05-29,대흥사,전남
주차권 사면 절 바로 앞까지 갈 수 있다고 해서 구입 했는데 올라가다 보니 주차장이 하나 있고 차량출입금지 푯말이 있어 여기다 주차 하나보다 하고 거기서 부터 걸었는데 더 위까지 올라올 수 있음.안내표지판도 없고 해서 돈내고도 2키로 가까이는 걸은거 같음.다른분들은 잘 알아보고 가시길.,2023-04-13,대흥사,전남
굳,2023-08-20,대흥사,전남
좋아요,2023-09-10,대흥사,전남
"1인 입장료 4,000원주차비 2,000원( 경차기준 )산책하기 좋네요",2023-02-23,대흥사,전남
곳곳에 보수 공사라 아쉬웠지만 좋아요:),2023-05-14,대흥사,전남
두륜산의  배경으로 자리하여   물소리가  일품이다. 유서깊은 도량으로 잠시 쉬어 갑니다,2023-02-14,대흥사,전남
굿,2023-08-06,대흥사,전남
해남 가면 한번 가보세요~ 가볍게 산책하기도 좋고 경치도 좋아요! 안쪽에 카페도 있어 쉴 공간도 있어요,2023-01-23,대흥사,전남
만족합니다.,2023-08-26,대흥사,전남
굿,2023-11-25,대흥사,전남
,2023-06-10,대흥사,전남
제가 본 절중에 가장 큰 곳이네요. 좋은 날씨에 선선하게 산책 잘하고 왔습니다. 다음번에는 템플스테이를 해보고 싶단 생각이 들었어요.,2023-05-06,대흥사,전남
좋아요,2023-08-28,대흥사,전남
대흥사절이 기운이 좋아요,2023-07-31,대흥사,전남
아름답고 멋진 대흥사였어요 스님 덕분에 좋은 구경했어요 감사합니다🙏,2023-03-16,대흥사,전남
정말 아름다운 곳입니다.마음을 정돈하고 갑니다~☘️,2023-01-08,대흥사,전남
